30,31,33
232,232,234
237,236,229
240,242,237
27,30,30
240,238,238
241,242,239
229,229,226
24,25,27
199,105,92
180,182,163
121,110,117
53,49,45
220,215,205
230,230,230
115,125,68
230,234,238
21,21,29
236,171,156
237,236,234
39,55,165
66,64,68
31,35,51
187,143,126
47,49,48
235,235,235
17,19,18
17,18,17
36,35,38
